intervention_id,name,itype,source,organism,lifespan_effect_pct,linked_gene_ids,url,n_experiments
DRUGAGE:aluminium_nitrate:drosophila_melanogaster,Aluminium nitrate,drug,DrugAge,Drosophila melanogaster,-10.7,,https://genomics.senescence.info/drugs/,3
DRUGAGE:aluminum_acetylsalicylate:drosophila_melanogaster,Aluminum acetylsalicylate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:aluminum_potassium_sulfate:mus_musculus,Aluminum potassium sulfate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:aluminum_sulfate:drosophila_melanogaster,Aluminum sulfate,drug,DrugAge,Drosophila melanogaster,-16.38,,https://genomics.senescence.info/drugs/,3
DRUGAGE:amethopterin:rattus_norvegicus,Amethopterin,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:amikacin_hydrate:caenorhabditis_elegans,Amikacin hydrate,drug,DrugAge,Caenorhabditis elegans,10.03,,https://genomics.senescence.info/drugs/,2
DRUGAGE:amikacin_hydrate:drosophila_melanogaster,Amikacin hydrate,drug,DrugAge,Drosophila melanogaster,7.75,,https://genomics.senescence.info/drugs/,2
DRUGAGE:amlexanox:caenorhabditis_elegans,Amlexanox,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:amlexanox:drosophila_melanogaster,Amlexanox,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:amoxapine:caenorhabditis_elegans,Amoxapine,drug,DrugAge,Caenorhabditis elegans,33.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:amoxapine:drosophila_melanogaster,Amoxapine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:amperozide_hydrochloride:caenorhabditis_elegans,Amperozide hydrochloride,drug,DrugAge,Caenorhabditis elegans,38.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ampicillin:caenorhabditis_elegans,Ampicillin,drug,DrugAge,Caenorhabditis elegans,34.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:angelica_sinensis_extract:caenorhabditis_elegans,Angelica sinensis extract,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:anisomycin:caenorhabditis_elegans,Anisomycin,drug,DrugAge,Caenorhabditis elegans,21.96,,https://genomics.senescence.info/drugs/,2
DRUGAGE:antalarmin:caenorhabditis_elegans,Antalarmin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:anterior_hypothalamus_extract:mus_musculus,Anterior hypothalamus extract,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:antimycin_a:caenorhabditis_elegans,Antimycin A,drug,DrugAge,Caenorhabditis elegans,-55.575,,https://genomics.senescence.info/drugs/,2
DRUGAGE:antimycin_a:drosophila_melanogaster,Antimycin A,drug,DrugAge,Drosophila melanogaster,-64.265,,https://genomics.senescence.info/drugs/,3
DRUGAGE:apple_extract:caenorhabditis_elegans,Apple extract,drug,DrugAge,Caenorhabditis elegans,25.5,,https://genomics.senescence.info/drugs/,2
DRUGAGE:apple_extract:drosophila_melanogaster,Apple extract,drug,DrugAge,Drosophila melanogaster,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:apple_extract:saccharomyces_cerevisiae,Apple extract,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:arbutin:caenorhabditis_elegans,Arbutin,drug,DrugAge,Caenorhabditis elegans,11.89,,https://genomics.senescence.info/drugs/,1
DRUGAGE:arctigenin:caenorhabditis_elegans,Arctigenin,drug,DrugAge,Caenorhabditis elegans,10.2,,https://genomics.senescence.info/drugs/,2
DRUGAGE:arctiin:caenorhabditis_elegans,Arctiin,drug,DrugAge,Caenorhabditis elegans,12.1,,https://genomics.senescence.info/drugs/,2
DRUGAGE:arecoline:caenorhabditis_elegans,Arecoline,drug,DrugAge,Caenorhabditis elegans,11.625,,https://genomics.senescence.info/drugs/,6
DRUGAGE:arginine:caenorhabditis_elegans,Arginine,drug,DrugAge,Caenorhabditis elegans,11.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:argyreia_boseana_extract:caenorhabditis_elegans,Argyreia boseana extract,drug,DrugAge,Caenorhabditis elegans,-0.575,,https://genomics.senescence.info/drugs/,3
DRUGAGE:aronia_extract:drosophila_melanogaster,Aronia extract,drug,DrugAge,Drosophila melanogaster,15.38,,https://genomics.senescence.info/drugs/,2
DRUGAGE:arsenite:caenorhabditis_elegans,Arsenite,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ascorbic_acid:caenorhabditis_elegans,Ascorbic acid,drug,DrugAge,Caenorhabditis elegans,-3.59,,https://genomics.senescence.info/drugs/,4
DRUGAGE:ascorbic_acid:drosophila_melanogaster,Ascorbic acid,drug,DrugAge,Drosophila melanogaster,-3.4,,https://genomics.senescence.info/drugs/,18
DRUGAGE:ascorbic_acid:mus_musculus,Ascorbic acid,drug,DrugAge,Mus musculus,9.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ascorbic_acid:musca_domestica,Ascorbic acid,drug,DrugAge,Musca domestica,-52.17,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ascorbic_acid:paramecium_tetraurelia,Ascorbic acid,drug,DrugAge,Paramecium tetraurelia,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ascr_2:caenorhabditis_elegans,Ascr#2,drug,DrugAge,Caenorhabditis elegans,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ascr_3:caenorhabditis_elegans,Ascr#3,drug,DrugAge,Caenorhabditis elegans,21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:asparagine:caenorhabditis_elegans,Asparagine,drug,DrugAge,Caenorhabditis elegans,-10.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:aspirin:acheta_domesticus,Aspirin,drug,DrugAge,Acheta domesticus,72.0,,https://genomics.senescence.info/drugs/,6
DRUGAGE:aspirin:caenorhabditis_elegans,Aspirin,drug,DrugAge,Caenorhabditis elegans,18.45,,https://genomics.senescence.info/drugs/,4
DRUGAGE:aspirin:drosophila_melanogaster,Aspirin,drug,DrugAge,Drosophila melanogaster,0.29,,https://genomics.senescence.info/drugs/,11
DRUGAGE:aspirin:mus_musculus,Aspirin,drug,ITP,Mus musculus,-1.0,,https://genomics.senescence.info/drugs/,10
DRUGAGE:astaxanthin:caenorhabditis_elegans,Astaxanthin,drug,DrugAge,Caenorhabditis elegans,17.08,,https://genomics.senescence.info/drugs/,4
DRUGAGE:astaxanthin:mus_musculus,Astaxanthin,drug,ITP,Mus musculus,12.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:astemizole:caenorhabditis_elegans,Astemizole,drug,DrugAge,Caenorhabditis elegans,-8.105,,https://genomics.senescence.info/drugs/,2
DRUGAGE:astemizole:drosophila_melanogaster,Astemizole,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:astragaloside_iv:caenorhabditis_elegans,Astragaloside IV,drug,DrugAge,Caenorhabditis elegans,20.835,,https://genomics.senescence.info/drugs/,3
DRUGAGE:astragalus_extract:caenorhabditis_elegans,Astragalus extract,drug,DrugAge,Caenorhabditis elegans,23.3,,https://genomics.senescence.info/drugs/,7
DRUGAGE:atropine:rattus_norvegicus,Atropine,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:auraptene:caenorhabditis_elegans,Auraptene,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:auraptene:drosophila_melanogaster,Auraptene,drug,DrugAge,Drosophila melanogaster,5.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:aurintricarboxylic_acid:drosophila_melanogaster,Aurintricarboxylic acid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:auten_67:drosophila_melanogaster,Auten-67,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:azacytidine:caenorhabditis_elegans,Azacytidine,drug,DrugAge,Caenorhabditis elegans,25.8,,https://genomics.senescence.info/drugs/,1
DRUGAGE:bia_10_2474:caenorhabditis_elegans,BIA 10-2474,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:bia_10_2639:caenorhabditis_elegans,BIA 10-2639,drug,DrugAge,Caenorhabditis elegans,22.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:bp_c3__benzenepolycarboxylic_acids_mixture:mus_musculus,BP-C3 (benzenepolycarboxylic acids mixture),drug,DrugAge,Mus musculus,8.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:brl_15572:caenorhabditis_elegans,BRL 15572,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:brl_50481:caenorhabditis_elegans,BRL 50481,drug,DrugAge,Caenorhabditis elegans,18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:btcp_hydrochloride:caenorhabditis_elegans,BTCP hydrochloride,drug,DrugAge,Caenorhabditis elegans,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:bacitracin:caenorhabditis_elegans,Bacitracin,drug,DrugAge,Caenorhabditis elegans,58.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:baicalein:caenorhabditis_elegans,Baicalein,drug,DrugAge,Caenorhabditis elegans,17.515,,https://genomics.senescence.info/drugs/,6
DRUGAGE:baicalein:drosophila_melanogaster,Baicalein,drug,DrugAge,Drosophila melanogaster,9.32,,https://genomics.senescence.info/drugs/,3
DRUGAGE:barium_acetate:mus_musculus,Barium acetate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:benzalkonium_chloride:caenorhabditis_elegans,Benzalkonium chloride,drug,DrugAge,Caenorhabditis elegans,-17.505,,https://genomics.senescence.info/drugs/,2
DRUGAGE:benzethonium:drosophila_melanogaster,Benzethonium,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:berberine:caenorhabditis_elegans,Berberine,drug,DrugAge,Caenorhabditis elegans,6.47,,https://genomics.senescence.info/drugs/,5
DRUGAGE:berberine:drosophila_melanogaster,Berberine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:berberine:mus_musculus,Berberine,drug,DrugAge,Mus musculus,16.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:beryllium_sulfate:mus_musculus,Beryllium sulfate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:beta_alanine:caenorhabditis_elegans,Beta-alanine,drug,DrugAge,Caenorhabditis elegans,13.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:beta_alanine:drosophila_melanogaster,Beta-alanine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:beta_aminopropionitrile_fumarate:mus_musculus,Beta-aminopropionitrile fumarate,drug,DrugAge,Mus musculus,5.0,,https://genomics.senescence.info/drugs/,6
DRUGAGE:beta_carotene:mus_musculus,Beta-carotene,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:beta_carotene:musca_domestica,Beta-carotene,drug,DrugAge,Musca domestica,-26.08,,https://genomics.senescence.info/drugs/,3
DRUGAGE:beta_caryophyllene:caenorhabditis_elegans,Beta-caryophyllene,drug,DrugAge,Caenorhabditis elegans,14.9,,https://genomics.senescence.info/drugs/,3
DRUGAGE:beta_estradiol:caenorhabditis_elegans,Beta-estradiol,drug,DrugAge,Caenorhabditis elegans,7.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:beta_guanidinopropionic_acid:caenorhabditis_briggsae,Beta-guanidinopropionic acid,drug,DrugAge,Caenorhabditis briggsae,-16.82,,https://genomics.senescence.info/drugs/,1
DRUGAGE:beta_guanidinopropionic_acid:drosophila_melanogaster,Beta-guanidinopropionic acid,drug,DrugAge,Drosophila melanogaster,-22.45,,https://genomics.senescence.info/drugs/,4
DRUGAGE:beta_guanidinopropionic_acid:mus_musculus,Beta-guanidinopropionic acid,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:beta_santalol:caenorhabditis_elegans,Beta-santalol,drug,DrugAge,Caenorhabditis elegans,12.56,,https://genomics.senescence.info/drugs/,6
DRUGAGE:betaine:caenorhabditis_elegans,Betaine,drug,DrugAge,Caenorhabditis elegans,9.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:betula_utilis_extract:caenorhabditis_elegans,Betula utilis extract,drug,DrugAge,Caenorhabditis elegans,25.72,,https://genomics.senescence.info/drugs/,3
DRUGAGE:bezafibrate:caenorhabditis_elegans,Bezafibrate,drug,DrugAge,Caenorhabditis elegans,13.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:biotin:drosophila_melanogaster,Biotin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:bis_1_hydroxy_2_2_6_6_tetramethyl_4_piperidinyl__decandioate:aeolosoma_viride,"Bis(1-hydroxy-2,2,6,6-tetramethyl-4-piperidinyl)-decandioate",drug,DrugAge,Aeolosoma viride,127.95,,https://genomics.senescence.info/drugs/,2
DRUGAGE:bismuth_sodium_tryglycollamate:drosophila_melanogaster,Bismuth sodium tryglycollamate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:black_rice_extract:drosophila_melanogaster,Black rice extract,drug,DrugAge,Drosophila melanogaster,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:black_tea_extract:caenorhabditis_elegans,Black tea extract,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:black_tea_extract:drosophila_melanogaster,Black tea extract,drug,DrugAge,Drosophila melanogaster,15.1,,https://genomics.senescence.info/drugs/,2
DRUGAGE:blackcurrant_extract:mus_musculus,Blackcurrant extract,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:blueberry_extract:caenorhabditis_elegans,Blueberry extract,drug,DrugAge,Caenorhabditis elegans,36.52,,https://genomics.senescence.info/drugs/,4
DRUGAGE:blueberry_extract:drosophila_melanogaster,Blueberry extract,drug,DrugAge,Drosophila melanogaster,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:branched_chain_amino_acids:mus_musculus,Branched-chain amino acids,drug,DrugAge,Mus musculus,12.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:broccoli_extract:tribolium_castaneum,Broccoli extract,drug,DrugAge,Tribolium castaneum,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:buckwheat_trypsin_inhibitor:caenorhabditis_elegans,Buckwheat trypsin inhibitor,drug,DrugAge,Caenorhabditis elegans,15.6,,https://genomics.senescence.info/drugs/,3
DRUGAGE:buformin:rattus_norvegicus,Buformin,drug,DrugAge,Rattus norvegicus,7.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:bupivacaine_hydrochloride:caenorhabditis_elegans,Bupivacaine Hydrochloride,drug,DrugAge,Caenorhabditis elegans,7.43,,https://genomics.senescence.info/drugs/,2
DRUGAGE:bupivacaine_hydrochloride:drosophila_melanogaster,Bupivacaine Hydrochloride,drug,DrugAge,Drosophila melanogaster,11.95,,https://genomics.senescence.info/drugs/,2
DRUGAGE:butaclamol_hydrochloride:caenorhabditis_elegans,Butaclamol hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:butein:saccharomyces_cerevisiae,Butein,drug,DrugAge,Saccharomyces cerevisiae,31.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:buthionine_sulfoximine:musca_domestica,Buthionine Sulfoximine,drug,DrugAge,Musca Domestica,-30.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:buthus_martensii_karsch_polypeptide_toxin:caenorhabditis_elegans,Buthus martensii Karsch Polypeptide Toxin,drug,DrugAge,Caenorhabditis elegans,22.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:butylated_hydroxyanisole:caenorhabditis_elegans,Butylated hydroxyanisole,drug,DrugAge,Caenorhabditis elegans,6.38,,https://genomics.senescence.info/drugs/,1
DRUGAGE:butylated_hydroxyanisole:zaprionus_paravittiger,Butylated hydroxyanisole,drug,DrugAge,Zaprionus paravittiger,10.5,,https://genomics.senescence.info/drugs/,12
DRUGAGE:butylated_hydroxytoluene:drosophila_bipectinata,Butylated hydroxytoluene,drug,DrugAge,Drosophila bipectinata,13.65,,https://genomics.senescence.info/drugs/,6
DRUGAGE:butylated_hydroxytoluene:mus_musculus,Butylated hydroxytoluene,drug,DrugAge,Mus musculus,22.0,,https://genomics.senescence.info/drugs/,6
DRUGAGE:c60_fullerene:mus_musculus,C60 fullerene,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:c60_fullerene:rattus_norvegicus,C60 fullerene,drug,DrugAge,Rattus norvegicus,90.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:c75:caenorhabditis_elegans,C75,drug,DrugAge,Caenorhabditis elegans,-6.25,,https://genomics.senescence.info/drugs/,1
DRUGAGE:casin:mus_musculus,CASIN,drug,DrugAge,Mus musculus,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:cgp37157:caenorhabditis_elegans,CGP37157,drug,DrugAge,Caenorhabditis elegans,14.9,,https://genomics.senescence.info/drugs/,3
DRUGAGE:cms121:drosophila_melanogaster,CMS121,drug,DrugAge,Drosophila melanogaster,8.46,,https://genomics.senescence.info/drugs/,1
DRUGAGE:cu701:drosophila_melanogaster,CU701,drug,DrugAge,Drosophila melanogaster,11.15,,https://genomics.senescence.info/drugs/,4
DRUGAGE:cadmium_chloride:drosophila_melanogaster,Cadmium chloride,drug,DrugAge,Drosophila melanogaster,-41.25,,https://genomics.senescence.info/drugs/,6
DRUGAGE:caffeic_acid:caenorhabditis_elegans,Caffeic acid,drug,DrugAge,Caenorhabditis elegans,15.57,,https://genomics.senescence.info/drugs/,6
DRUGAGE:caffeic_acid_phenethylester:caenorhabditis_elegans,Caffeic acid phenethylester,drug,DrugAge,Caenorhabditis elegans,9.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:caffeic_acid_phenethylester:mus_musculus,Caffeic acid phenethylester,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:caffeine:aedes_albopictus,Caffeine,drug,DrugAge,Aedes albopictus,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:caffeine:caenorhabditis_elegans,Caffeine,drug,DrugAge,Caenorhabditis elegans,10.8,,https://genomics.senescence.info/drugs/,26
DRUGAGE:caffeine:drosophila_melanogaster,Caffeine,drug,DrugAge,Drosophila melanogaster,-20.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:caffeine:saccharomyces_cerevisiae,Caffeine,drug,DrugAge,Saccharomyces cerevisiae,86.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:calcium_dichloride:asplanchna_brightwelli,Calcium dichloride,drug,DrugAge,Asplanchna brightwelli,-23.345,,https://genomics.senescence.info/drugs/,3
DRUGAGE:calcium_gluconate:drosophila_melanogaster,Calcium gluconate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:calcium_lactate:drosophila_melanogaster,Calcium lactate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:calcium_pantothenate:drosophila_melanogaster,Calcium pantothenate,drug,DrugAge,Drosophila melanogaster,27.8,,https://genomics.senescence.info/drugs/,1
DRUGAGE:calcium_pantothenate:mus_musculus,Calcium pantothenate,drug,DrugAge,Mus musculus,19.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:calycosin:caenorhabditis_elegans,Calycosin,drug,DrugAge,Caenorhabditis elegans,16.72,,https://genomics.senescence.info/drugs/,4
DRUGAGE:canagliflozin:mus_musculus,Canagliflozin,drug,ITP,Mus musculus,11.5,,https://genomics.senescence.info/drugs/,6
DRUGAGE:candesartan_cilexetil:mus_musculus,Candesartan cilexetil,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:cannabidiol:caenorhabditis_elegans,Cannabidiol,drug,DrugAge,Caenorhabditis elegans,1.865,,https://genomics.senescence.info/drugs/,4
DRUGAGE:cannabidiol:drosophila_melanogaster,Cannabidiol,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:capecitabine:brachionus_manjavacas,Capecitabine,drug,DrugAge,Brachionus manjavacas,7.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:caprylate:caenorhabditis_elegans,Caprylate,drug,DrugAge,Caenorhabditis elegans,-5.0,,https://genomics.senescence.info/drugs/,4
DRUGAGE:capsaicin:drosophila_melanogaster,Capsaicin,drug,DrugAge,Drosophila melanogaster,6.22,,https://genomics.senescence.info/drugs/,4
DRUGAGE:captopril:caenorhabditis_elegans,Captopril,drug,DrugAge,Caenorhabditis elegans,28.5,,https://genomics.senescence.info/drugs/,2
DRUGAGE:captopril:mus_musculus,Captopril,drug,ITP,Mus musculus,9.5,,https://genomics.senescence.info/drugs/,2
DRUGAGE:carbidopa:caenorhabditis_elegans,Carbidopa,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:carbidopa:drosophila_melanogaster,Carbidopa,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:carbinoxamine_maleate:drosophila_melanogaster,Carbinoxamine maleate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:carbonylcyanide_3_chlorophenylhydrazone:caenorhabditis_elegans,Carbonylcyanide-3-chlorophenylhydrazone,drug,DrugAge,Caenorhabditis elegans,60.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:cardamonin:caenorhabditis_elegans,Cardamonin,drug,DrugAge,Caenorhabditis elegans,-10.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:cardamonin:drosophila_melanogaster,Cardamonin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:carglumic_acid:brachionus_manjavacas,Carglumic acid,drug,DrugAge,Brachionus manjavacas,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:carnosic_acid:caenorhabditis_elegans,Carnosic acid,drug,DrugAge,Caenorhabditis elegans,16.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:carnosine:caenorhabditis_elegans,Carnosine,drug,DrugAge,Caenorhabditis elegans,7.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:carnosine:drosophila_melanogaster,Carnosine,drug,DrugAge,Drosophila melanogaster,22.15,,https://genomics.senescence.info/drugs/,5
DRUGAGE:carnosine:saccharomyces_cerevisiae,Carnosine,drug,DrugAge,Saccharomyces cerevisiae,25.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:carnosol:caenorhabditis_elegans,Carnosol,drug,DrugAge,Caenorhabditis elegans,19.02,,https://genomics.senescence.info/drugs/,1
DRUGAGE:carvedilol:caenorhabditis_elegans,Carvedilol,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:carvedilol:drosophila_melanogaster,Carvedilol,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:casein:drosophila_melanogaster,Casein,drug,DrugAge,Drosophila melanogaster,4.34,,https://genomics.senescence.info/drugs/,1
DRUGAGE:catechin:caenorhabditis_elegans,Catechin,drug,DrugAge,Caenorhabditis elegans,8.39,,https://genomics.senescence.info/drugs/,8
DRUGAGE:catechin:drosophila_melanogaster,Catechin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
